pig_id_unique,context,sample,institute,age_days,weight_start_kg,date,change_CORT,change_OXT,hr_min,weight_testsubjects,testpen_space_m2,play,escape,inactivity,ears_forward,ears_backward,CORT_change,OXT_change
4648,negative,post,WUR,60,20.08,10.11.2020,0.485024926,-0.092618303,15.61666667,20.08,0.72,-0.343304873,1.707234068,-0.502039678,0.404755669,0.193973652,1.116811164,-0.213261523
4648,positive,post,WUR,60,20.08,12.11.2020,0.271689863,-0.515462345,12.03333333,87.88,11.25,1.26613304,-0.489990509,-0.502039678,0.761430612,-0.904638637,0.625589029,-1.186895911
4795,negative,post,WUR,45,9.38,14.12.2020,0.01866849,-0.215462558,8.033333333,9.38,0.72,-0.343304873,-0.489990509,-0.502039678,-0.442542192,1.292585941,0.042985788,-0.496120873
4795,positive,post,WUR,45,9.38,17.12.2020,0.021070939,-0.109729665,9.133333333,45.96,11.25,1.26613304,-0.489990509,-0.502039678,0.538287061,-0.211491456,0.048517629,-0.252661891
4914,negative,post,WUR,43,10.38,14.12.2020,0.14825127,0.387891488,12.8,10.38,0.72,-0.343304873,-0.489990509,0.191107502,-1.541154481,1.041271512,0.341361165,0.893153158
4914,positive,post,WUR,43,10.38,17.12.2020,0.076988728,-0.247990156,10,41.6,11.25,0.755307416,-0.489990509,0.191107502,0.404755669,0.704799276,0.177273098,-0.571018436
4970,negative,post,WUR,59,19.19,10.11.2020,0.591797332,0.235774902,15.83333333,19.19,0.72,-0.343304873,-0.489990509,-0.502039678,0.856740792,-0.904638637,1.362663715,0.542891774
4970,positive,post,WUR,59,19.19,12.11.2020,0.109677346,0.17162014,12.08333333,87.88,11.25,0.349842308,-0.489990509,-0.502039678,0.538287061,0.481655724,0.252541422,0.395169977
104102,negative,post,WUR,52,19.89,06.10.2020,1.002584777,0.195968315,14.98333333,19.89,0.72,-0.343304873,-0.489990509,1.289719791,0.404755669,-0.211491456,2.308536761,0.451233721
104102,positive,post,WUR,52,19.89,08.10.2020,-0.097162192,0.027304401,11.56666667,55.26,11.25,1.26613304,-0.489990509,-0.502039678,0.538287061,0.193973652,-0.223724215,0.062870707
212956,negative,post,INRAE,30,8.89,07.12.2022,0.14173195,0.231317805,10.43333333,101.97,8.88,-0.343304873,0.203156671,-0.502039678,NA,NA,0.326349874,0.532628931
212956,positive,post,INRAE,20,6.644,07.12.2022,0.320730629,NA,10.48333333,375.52125,6.96,0.755307416,-0.489990509,-0.502039678,-1.541154481,0.193973652,0.738509566,NA
212957,negative,post,INRAE,30,6.97,07.12.2022,0.30129966,0.250362265,10.43333333,101.97,8.88,-0.343304873,0.203156671,-0.502039678,NA,NA,0.693768106,0.57648042
212957,positive,post,INRAE,20,5.299,07.12.2022,0.312801478,-0.065439347,10.48333333,375.52125,6.96,1.042989488,0.203156671,0.59657261,NA,NA,0.720252019,-0.150679665
212958,negative,post,INRAE,30,8.89,07.12.2022,0.297320978,-0.149321042,10.43333333,101.97,8.88,-0.343304873,0.203156671,-0.502039678,NA,NA,0.684606853,-0.343824405
212958,positive,post,INRAE,20,6.496,07.12.2022,0.222335378,NA,10.48333333,375.52125,6.96,-0.343304873,-0.489990509,-0.502039678,-0.442542192,0.481655724,0.511946127,NA
212960,negative,post,INRAE,30,9.24,07.12.2022,0.174404414,-0.291966487,10.43333333,101.97,8.88,-0.343304873,0.203156671,-0.502039678,NA,NA,0.401581005,-0.672277681
212960,positive,post,INRAE,20,6.825,07.12.2022,0.096910013,-0.174690937,10.48333333,375.52125,6.96,-0.343304873,-0.489990509,-0.502039678,-0.8480073,0.704799276,0.223143551,-0.402240747
213096,negative,post,INRAE,30,7.35,07.12.2022,0.336307861,0.06225909,10.43333333,96.8,8.88,-0.343304873,0.203156671,-0.502039678,NA,NA,0.774377469,0.143356853
